player_id,player_name,player_firstname,player_lastname,player_age,player_birth_date,player_birth_place,player_birth_country,player_nationality,player_height,player_weight,player_injured,player_photo,league_id,season_id
63627,A. Batagov,Arsenii,Batagov,21.0,2002-03-05,Berezivka,Ukraine,Ukraine,185 cm,75 kg,False,https://media-2.api-sports.io/football/players/63627.png,333,2019
101487,D. Antyukh,Denys,Antyukh,26.0,1997-07-30,,Ukraine,Ukraine,180 cm,75 kg,False,https://media-2.api-sports.io/football/players/101487.png,333,2019
154864,R. Neshcheret,Ruslan,Neshcheret,21.0,2002-01-22,Mukachevo,Ukraine,Ukraine,190 cm,81 kg,False,https://media-1.api-sports.io/football/players/154864.png,333,2019
199778,O. Khakhlyov,Oleksii,Khakhlyov,24.0,1999-02-06,Ostrog,Ukraine,Ukraine,179 cm,68 kg,False,https://media-2.api-sports.io/football/players/199778.png,333,2019
264699,M. Khlan,Maksym,Khlan,20.0,2003-01-27,,Ukraine,Ukraine,170 cm,65 kg,False,https://media-2.api-sports.io/football/players/264699.png,333,2019
677,V. Bondarenko,Valerii,Bondarenko,29.0,1994-02-03,Kyiv,Ukraine,Ukraine,194 cm,88 kg,False,https://media-3.api-sports.io/football/players/677.png,333,2019
2170,O. Andrievskyi,Oleksandr,Andrievskyi,29.0,1994-06-25,Kyiv,Ukraine,Ukraine,179 cm,73 kg,False,https://media-2.api-sports.io/football/players/2170.png,333,2019
2172,V. Buyalskyi,Vitalii,Buyalskyi,30.0,1993-01-06,Kalynivka,Ukraine,Ukraine,170 cm,61 kg,False,https://media-2.api-sports.io/football/players/2172.png,333,2019
2175,D. Garmash,Denys,Garmash,33.0,1990-04-19,Milove,Ukraine,Ukraine,186 cm,72 kg,False,https://media-3.api-sports.io/football/players/2175.png,333,2019
2177,M. Shaparenko,Mykola,Shaparenko,25.0,1998-10-04,Donetsk,Ukraine,Ukraine,178 cm,72 kg,False,https://media-3.api-sports.io/football/players/2177.png,333,2019
